gender,age,study_hours_per_day,attendance_percentage,parental_education,internet_access,previous_grade,assignments_completed,sleep_hours,extracurricular_participation,final_exam_score,result
Male,18,2.79,87.62,Bachelor,No,88.18,4,4.95,No,74.66,Pass
Male,15,3.81,64.56,High School,No,78.77,2,5.31,No,54.03,Pass
Female,18,4.4,86.28,High School,Yes,41.39,4,5.22,Yes,47.99,Pass
Male,17,5.73,71.2,Bachelor,No,40.52,9,4.75,Yes,66.55,Pass
Female,15,1.85,61.15,Diploma,No,56.02,9,5.22,Yes,52.59,Pass
Female,17,4.6,76.59,Master,Yes,47.88,0,7.07,No,54.59,Pass
Female,18,3.36,77.34,High School,Yes,74.67,5,5.83,Yes,62.35,Pass
Female,17,1.98,78.69,Bachelor,Yes,76.51,6,7.84,Yes,54.48,Pass
Female,15,4.77,88.19,Diploma,Yes,91.81,1,6.68,No,73.38,Pass
Female,15,3.54,72.35,Master,Yes,92.36,2,5.06,No,62.04,Pass
Female,17,4.14,72.61,High School,Yes,76.24,9,6.34,Yes,70.99,Pass
Female,16,2.28,62.42,Master,Yes,40.31,8,6.97,No,55.07,Pass
Female,18,3.15,87.47,Master,No,59.74,7,8.33,Yes,68.86,Pass
Male,18,3.9,82.71,Bachelor,Yes,68.22,3,8.17,No,65.95,Pass
Male,17,2.73,73.98,Bachelor,No,67.45,10,6.13,No,63.86,Pass
Male,16,1.59,88.21,Master,Yes,73.18,7,7.24,Yes,57.1,Pass
Male,15,5.79,81.49,Master,Yes,92.83,10,5.49,No,96.95,Pass
Male,19,3.31,78.77,High School,Yes,88.69,7,7.17,No,77.61,Pass
Female,19,4.54,80.45,Diploma,Yes,45.99,5,8.56,No,57.99,Pass
Female,17,2.76,85.45,Diploma,No,54.63,0,7.12,No,50.22,Pass
Female,16,2.45,86.4,Master,No,85.82,1,5.52,No,46.99,Pass
Female,16,2.74,71.56,Bachelor,Yes,85.34,3,7.22,No,58.13,Pass
Female,18,2.75,65.63,Diploma,No,55.15,3,8.51,No,59.45,Pass
Female,15,3.49,66.27,Master,Yes,80.18,1,4.69,No,58.08,Pass
Female,16,3.49,85.58,Bachelor,Yes,76.96,8,6.41,No,70.4,Pass
Male,19,3.23,94.91,High School,Yes,66.04,1,5.61,No,56.43,Pass
Male,15,1.24,76.38,Diploma,Yes,51.08,5,5.21,No,39.49,Fail
Male,15,3.23,66.78,High School,Yes,88.88,4,5.98,No,54.72,Pass
Male,17,1.43,90.26,Bachelor,Yes,77.28,3,5.97,Yes,68.1,Pass
Female,16,1.19,93.3,Master,Yes,49.29,5,5.05,No,40.7,Pass
Female,17,5.63,95.22,High School,Yes,78.76,3,6.02,No,76.29,Pass
Female,16,3.83,84.27,Master,Yes,80.78,8,7.17,No,76.76,Pass
Male,18,4.13,94.43,Diploma,No,88.78,10,4.13,Yes,88.08,Pass
Female,17,2.71,60.62,High School,Yes,52.26,9,8.95,Yes,54.55,Pass
Female,17,5.5,64.29,Diploma,Yes,94.38,6,5.48,Yes,70.77,Pass
Female,19,4.01,63.7,Diploma,Yes,48.44,2,7.12,Yes,46.52,Pass
Male,17,4.73,88.5,Diploma,Yes,73.04,9,5.42,No,79.87,Pass
Female,16,2.53,62.78,Diploma,Yes,76.14,3,5.97,No,55.9,Pass
Male,19,5.78,79.85,Diploma,Yes,63.04,0,6.75,No,69.92,Pass
Male,17,5.01,78.91,Bachelor,No,66.13,5,7.06,Yes,67.97,Pass
Male,17,5.2,72.43,High School,No,89.0,1,7.85,No,71.88,Pass
Male,18,1.45,94.82,Master,Yes,75.49,3,7.96,Yes,48.97,Pass
Female,17,1.99,66.82,Master,Yes,67.34,4,6.59,Yes,48.58,Pass
Male,15,2.07,74.1,Bachelor,Yes,47.06,7,4.38,Yes,60.6,Pass
Male,19,1.99,90.97,Master,Yes,40.4,2,6.79,No,35.64,Fail
Female,15,5.2,61.22,Master,Yes,46.87,5,6.39,No,58.98,Pass
Female,19,0.68,86.92,Master,Yes,92.59,0,5.08,No,54.56,Pass
Male,18,0.92,92.66,High School,Yes,82.02,8,4.05,No,72.2,Pass
Female,17,2.01,97.29,Master,Yes,93.19,0,5.58,Yes,61.11,Pass
Male,17,1.6,95.05,High School,No,41.96,1,5.3,No,40.36,Pass
Male,17,1.78,72.78,Master,Yes,77.41,0,6.41,No,40.88,Pass
Male,19,4.89,83.45,Master,Yes,42.44,7,7.81,No,66.34,Pass
Male,17,3.6,63.09,High School,Yes,83.01,3,6.2,Yes,61.98,Pass
Female,15,0.53,70.31,Bachelor,Yes,60.95,1,8.76,Yes,38.43,Fail
Male,17,2.86,63.77,Master,Yes,45.27,6,5.11,No,49.39,Pass
Female,18,2.74,72.61,Diploma,No,71.24,7,5.1,No,60.6,Pass
Female,15,1.13,95.01,Diploma,Yes,55.41,8,7.02,Yes,46.02,Pass
Female,17,4.22,73.89,Bachelor,Yes,76.28,4,8.48,Yes,66.58,Pass
Female,17,4.36,82.48,Diploma,Yes,76.2,2,7.36,No,65.39,Pass
Male,16,4.46,77.34,High School,Yes,78.78,0,7.37,Yes,51.11,Pass
Female,19,4.51,78.36,Master,Yes,94.59,7,8.03,Yes,79.16,Pass
Male,15,0.5,98.78,Master,No,61.27,5,7.34,Yes,45.56,Pass
Female,16,5.75,71.85,Master,Yes,65.59,4,7.8,Yes,73.04,Pass
Female,18,4.98,85.09,Master,Yes,84.25,6,8.33,Yes,76.16,Pass
Male,19,5.47,76.8,Diploma,No,71.81,4,4.04,Yes,74.9,Pass
Male,15,0.59,62.45,Diploma,Yes,42.05,10,8.43,Yes,47.42,Pass
Male,17,5.64,79.57,Diploma,Yes,86.37,3,5.08,No,81.05,Pass
Female,15,4.95,92.53,High School,Yes,42.83,4,8.56,Yes,56.49,Pass
Female,17,5.1,63.95,Diploma,Yes,49.4,10,5.33,No,70.24,Pass
Male,19,1.01,62.78,Diploma,No,45.61,6,6.28,No,44.42,Pass
Male,17,4.56,66.15,Master,Yes,44.29,10,8.67,No,62.03,Pass
Male,18,5.78,90.58,Diploma,No,41.41,5,4.55,No,64.19,Pass
Male,17,4.23,88.96,Bachelor,Yes,43.03,9,7.73,No,70.21,Pass
Female,18,3.64,82.6,Bachelor,No,64.33,9,5.96,No,66.86,Pass
Male,19,5.7,78.73,Master,Yes,53.91,10,4.12,Yes,79.58,Pass
Male,19,2.94,95.53,Diploma,No,46.96,8,8.7,Yes,59.03,Pass
Male,15,3.8,90.67,Bachelor,No,76.23,9,4.59,No,83.9,Pass
Male,18,3.12,92.48,Bachelor,Yes,52.44,1,7.87,No,48.23,Pass
Female,18,5.63,92.53,High School,Yes,41.04,6,5.92,Yes,68.49,Pass
Male,16,0.92,85.71,Master,Yes,63.01,0,8.05,Yes,37.54,Fail
Female,16,3.26,78.32,Bachelor,No,57.07,7,7.75,No,58.37,Pass
Male,16,4.28,94.59,Bachelor,Yes,57.52,3,7.17,No,61.0,Pass
Male,17,4.86,97.04,Master,Yes,64.49,7,8.7,No,70.96,Pass
Female,16,3.71,60.95,Diploma,No,76.79,7,4.49,Yes,74.53,Pass
Male,18,5.5,62.06,Master,Yes,73.91,3,7.99,Yes,75.15,Pass
Female,17,5.68,98.35,High School,Yes,91.55,3,7.35,Yes,81.21,Pass
Female,19,0.85,71.09,High School,No,68.47,4,5.57,No,44.54,Pass
Male,15,2.71,94.93,High School,Yes,65.99,6,6.73,Yes,62.58,Pass
Female,16,0.63,75.55,Bachelor,Yes,51.74,5,7.22,No,35.03,Fail
Female,19,2.31,64.76,Diploma,Yes,81.55,0,7.68,No,46.86,Pass
Female,18,3.45,63.22,High School,Yes,47.74,5,4.94,Yes,47.21,Pass
Female,15,5.51,66.26,Master,Yes,67.01,2,4.51,Yes,61.27,Pass
Female,19,5.16,70.0,High School,Yes,63.17,8,4.51,Yes,71.0,Pass
Female,15,1.2,79.54,Bachelor,Yes,76.21,2,5.47,No,42.01,Pass
Female,16,1.01,88.06,High School,Yes,90.47,8,4.77,Yes,64.71,Pass
Female,18,3.74,99.46,Diploma,Yes,92.06,4,6.68,No,72.5,Pass
Male,15,3.43,77.66,High School,Yes,49.23,9,6.19,Yes,65.47,Pass
Male,19,1.97,80.73,Diploma,Yes,54.4,7,8.47,No,54.21,Pass
Female,16,5.45,80.87,Diploma,Yes,84.64,8,7.59,Yes,92.25,Pass
Male,16,5.6,81.58,Master,Yes,68.51,8,5.03,No,82.51,Pass
Female,19,2.71,80.71,Diploma,Yes,64.92,6,4.23,Yes,71.3,Pass
Female,19,5.4,60.35,Bachelor,No,79.08,9,7.55,No,76.92,Pass
Male,15,2.61,60.07,Bachelor,Yes,73.11,0,8.23,Yes,53.29,Pass
Female,17,4.55,63.91,Diploma,Yes,93.39,7,7.5,Yes,72.66,Pass
Female,16,3.12,64.06,Diploma,No,72.12,6,7.22,Yes,68.15,Pass
Female,15,1.17,88.2,High School,No,65.63,3,5.25,Yes,48.84,Pass
Female,19,5.6,68.2,High School,Yes,69.85,5,6.47,No,71.63,Pass
Male,15,3.0,95.79,Master,No,84.47,9,7.62,Yes,77.42,Pass
Female,19,4.54,97.14,High School,Yes,73.7,1,4.97,No,61.44,Pass
Female,18,2.52,99.04,Bachelor,Yes,75.59,3,6.38,Yes,55.81,Pass
Female,19,0.6,97.56,High School,Yes,93.43,7,4.59,Yes,66.32,Pass
Male,19,1.05,70.88,Master,Yes,74.01,3,6.65,Yes,39.84,Fail
Female,19,3.23,80.39,Master,Yes,60.92,9,6.87,Yes,68.2,Pass
Male,17,4.29,67.02,Diploma,Yes,78.02,3,6.68,No,64.73,Pass
Male,19,2.34,92.25,Master,Yes,76.27,3,6.35,No,55.8,Pass
Female,16,4.33,95.54,Diploma,Yes,40.76,9,6.94,Yes,63.05,Pass
Female,16,4.34,94.05,Bachelor,Yes,65.7,8,8.98,No,74.57,Pass
Male,15,4.37,77.33,Bachelor,Yes,80.86,10,7.11,No,87.09,Pass
Female,17,3.21,90.35,High School,Yes,67.45,1,7.76,Yes,65.21,Pass
Male,15,5.53,63.9,Master,No,82.88,6,4.96,Yes,84.79,Pass
Male,16,3.19,61.61,Bachelor,Yes,64.8,2,6.65,No,56.19,Pass
Female,16,2.98,90.13,Diploma,Yes,94.08,3,4.04,No,63.61,Pass
Female,18,1.6,77.01,Master,Yes,56.11,0,4.16,Yes,35.16,Fail
Male,19,2.19,99.82,Master,Yes,45.07,2,5.61,Yes,42.94,Pass
Male,16,0.73,63.89,Diploma,Yes,63.65,1,6.33,Yes,39.72,Fail
Male,15,3.98,94.23,Master,Yes,69.79,9,6.88,Yes,72.98,Pass
Male,15,1.87,79.2,Master,Yes,59.2,6,8.44,Yes,58.88,Pass
Female,19,2.17,93.09,Bachelor,Yes,53.33,5,7.86,Yes,48.13,Pass
Female,19,4.74,92.69,Diploma,Yes,76.96,0,5.5,Yes,57.46,Pass
Female,18,2.3,96.64,Bachelor,Yes,60.74,10,7.72,Yes,70.64,Pass
Female,17,1.83,71.91,Diploma,No,74.73,7,6.75,Yes,61.41,Pass
Female,15,1.43,97.99,High School,Yes,82.85,8,7.9,Yes,64.65,Pass
Male,19,4.76,66.07,Master,Yes,81.86,0,6.06,No,56.3,Pass
Female,15,1.21,63.28,Master,Yes,60.64,4,4.46,No,49.56,Pass
Female,19,3.0,77.26,Bachelor,No,71.23,6,7.09,No,75.11,Pass
Female,16,3.29,93.13,Master,Yes,64.73,1,6.79,Yes,56.13,Pass
Female,15,4.28,78.94,Master,Yes,87.89,5,8.77,No,71.27,Pass
Female,16,3.98,93.17,Bachelor,Yes,88.33,7,4.81,Yes,79.74,Pass
Male,15,4.96,89.19,Bachelor,Yes,58.91,7,7.28,Yes,74.1,Pass
Male,17,0.75,68.38,Diploma,No,45.05,9,6.37,Yes,49.1,Pass
Male,18,2.13,97.96,High School,No,49.22,9,5.89,No,54.07,Pass
Female,16,2.04,62.43,Bachelor,Yes,60.19,7,7.97,Yes,51.99,Pass
Male,19,1.3,95.93,Diploma,Yes,71.03,5,8.05,Yes,50.77,Pass
Male,17,2.09,72.18,Bachelor,Yes,76.12,5,7.57,No,59.97,Pass
Female,15,2.2,80.01,Diploma,Yes,58.23,10,4.42,Yes,61.97,Pass
Female,16,3.37,76.89,High School,No,76.71,2,5.73,No,64.98,Pass
Female,15,4.15,66.87,Diploma,Yes,91.58,1,4.23,No,67.3,Pass
Male,15,2.6,74.33,Diploma,Yes,75.86,4,5.72,Yes,62.34,Pass
Male,15,4.46,67.72,Master,Yes,48.72,8,7.24,No,63.22,Pass
Female,18,2.35,68.16,Bachelor,Yes,71.88,3,6.59,No,44.29,Pass
Female,18,2.1,67.48,Diploma,No,69.8,4,7.51,Yes,59.9,Pass
Male,19,3.48,79.56,Bachelor,Yes,87.89,5,6.76,Yes,71.14,Pass
Male,16,0.63,91.92,Diploma,Yes,59.27,10,6.78,Yes,58.12,Pass
Female,17,0.94,82.76,Master,Yes,63.26,5,6.55,Yes,52.36,Pass
Female,17,2.8,95.73,Master,Yes,72.93,3,5.82,No,60.03,Pass
Male,17,5.69,85.46,High School,No,68.84,3,6.23,Yes,61.25,Pass
Female,15,4.47,87.57,Diploma,No,79.55,7,4.56,No,75.17,Pass
Male,18,0.98,86.7,Master,No,42.22,4,8.17,Yes,36.05,Fail
Male,16,5.15,77.98,Bachelor,Yes,70.99,10,8.45,No,79.7,Pass
Male,15,4.53,87.57,Diploma,Yes,46.69,4,7.83,Yes,57.05,Pass
Male,18,3.86,62.79,Diploma,Yes,57.34,8,6.92,No,64.79,Pass
Female,18,5.01,94.39,High School,Yes,76.39,3,6.85,Yes,80.69,Pass
Female,16,2.72,91.11,Bachelor,Yes,48.66,6,6.35,No,56.79,Pass
Male,16,1.72,69.81,High School,Yes,56.99,4,5.16,Yes,49.98,Pass
Male,16,3.32,90.72,Diploma,Yes,78.67,8,5.92,No,70.8,Pass
Male,15,3.52,60.51,High School,Yes,75.79,7,8.95,Yes,75.4,Pass
Male,19,3.46,68.69,Diploma,Yes,45.01,7,4.73,Yes,56.84,Pass
Male,16,3.61,62.61,Diploma,No,71.75,9,6.71,Yes,70.94,Pass
Female,19,5.72,91.21,High School,No,48.1,9,8.33,Yes,66.02,Pass
Female,15,5.46,90.23,High School,Yes,53.87,2,6.27,Yes,65.41,Pass
Female,19,5.32,92.55,Diploma,Yes,65.26,8,7.03,No,82.62,Pass
Female,17,4.91,60.18,High School,No,46.01,7,8.14,No,67.49,Pass
Male,19,5.69,80.05,High School,Yes,94.65,2,6.74,No,71.3,Pass
Male,16,1.04,88.19,Diploma,Yes,49.1,9,7.66,Yes,56.36,Pass
Male,15,1.96,66.22,Bachelor,Yes,82.97,0,5.74,Yes,48.05,Pass
Male,16,3.22,85.99,High School,Yes,85.64,4,7.67,No,60.67,Pass
Male,17,5.16,63.36,High School,Yes,94.7,3,4.21,Yes,86.8,Pass
Female,16,3.28,67.25,Master,No,63.58,7,4.76,No,70.12,Pass
Male,16,4.61,79.03,Bachelor,Yes,88.08,5,7.19,Yes,79.44,Pass
Female,16,1.26,86.14,High School,Yes,92.66,9,6.24,No,72.6,Pass
Female,18,1.89,65.83,Diploma,Yes,49.51,4,8.14,No,51.67,Pass
Female,17,4.52,67.41,Master,Yes,66.37,8,5.71,No,69.45,Pass
Female,16,1.41,68.18,Master,Yes,43.3,5,7.84,Yes,53.6,Pass
Male,16,2.43,69.55,Master,Yes,74.14,10,4.7,No,68.97,Pass
Female,16,1.96,69.06,High School,Yes,71.98,10,8.65,No,70.48,Pass
Female,15,2.42,75.81,Diploma,Yes,51.23,10,6.09,Yes,62.87,Pass
Female,18,4.4,86.15,Master,Yes,83.88,10,5.15,Yes,79.14,Pass
Male,15,2.52,77.52,Bachelor,Yes,42.05,2,7.95,Yes,41.27,Pass
Male,18,3.55,91.04,Master,Yes,84.34,5,8.74,No,78.01,Pass
Male,16,1.05,88.77,Master,Yes,41.47,10,8.59,Yes,46.85,Pass
Female,17,4.93,65.06,Bachelor,Yes,76.13,3,5.19,Yes,74.41,Pass
Female,19,2.53,61.95,Master,Yes,44.33,4,7.36,Yes,47.9,Pass
Male,19,4.07,95.12,Master,No,53.82,5,6.73,Yes,54.84,Pass
Female,16,4.49,63.19,Bachelor,No,79.71,8,7.63,Yes,76.65,Pass
Male,15,1.65,65.93,High School,Yes,55.42,2,6.43,No,40.76,Pass
Male,17,5.37,60.89,Bachelor,Yes,68.11,0,6.35,No,55.08,Pass
Female,18,3.89,85.13,High School,Yes,90.34,1,8.41,Yes,67.6,Pass
Female,16,2.86,83.29,High School,Yes,42.73,7,8.36,Yes,46.94,Pass
Female,17,1.5,99.48,High School,Yes,84.61,3,7.94,Yes,61.68,Pass
Female,17,5.68,95.48,Bachelor,Yes,43.59,6,7.52,No,62.94,Pass
Male,18,4.65,76.43,Bachelor,Yes,46.97,1,7.39,No,50.12,Pass
Male,17,1.64,74.86,High School,Yes,46.56,10,4.28,No,54.3,Pass
Male,15,2.36,71.87,Bachelor,Yes,94.68,9,7.75,Yes,82.44,Pass
Male,15,4.95,66.1,High School,Yes,49.91,7,7.19,No,59.0,Pass
Male,15,4.33,65.52,Bachelor,Yes,89.32,9,5.51,No,79.42,Pass
Female,17,4.71,65.29,Diploma,Yes,94.5,8,8.1,No,84.65,Pass
Male,15,2.93,64.56,Bachelor,Yes,61.11,6,8.16,Yes,57.23,Pass
Male,18,4.44,69.62,Bachelor,No,74.71,9,8.66,No,77.59,Pass
Male,17,2.63,72.27,Bachelor,Yes,82.85,10,6.09,No,72.49,Pass
Female,19,1.66,98.46,High School,No,61.6,0,6.76,No,44.18,Pass
Female,17,3.98,83.14,High School,Yes,48.9,1,8.53,Yes,39.97,Fail
Female,18,5.87,99.5,Diploma,Yes,63.86,8,5.58,No,87.93,Pass
Female,19,2.21,74.9,Diploma,Yes,82.45,9,7.98,Yes,69.17,Pass
Male,17,3.04,78.31,Master,Yes,82.94,6,8.96,Yes,81.68,Pass
Male,15,4.21,72.98,Diploma,Yes,52.68,10,7.26,No,67.73,Pass
Female,16,3.48,67.32,High School,No,49.62,2,8.92,Yes,53.15,Pass
Female,16,5.14,65.73,Diploma,Yes,90.63,4,6.58,No,72.8,Pass
Male,15,4.69,97.8,Diploma,Yes,42.42,0,4.77,No,50.41,Pass
Male,16,0.82,99.47,Bachelor,Yes,80.41,9,4.88,Yes,59.19,Pass
Female,16,5.99,61.8,Diploma,No,42.55,2,7.66,No,55.55,Pass
Female,15,4.64,66.01,Master,Yes,86.08,10,4.0,No,80.57,Pass
Female,15,5.25,76.94,Bachelor,Yes,89.8,3,7.31,No,78.35,Pass
Female,17,4.08,67.45,High School,Yes,56.36,3,4.76,Yes,63.95,Pass
Male,17,5.21,74.56,Master,Yes,44.07,6,8.92,Yes,65.39,Pass
Male,15,1.12,65.16,High School,Yes,66.44,4,4.82,Yes,61.04,Pass
Male,18,2.41,78.26,Master,Yes,56.42,8,6.76,No,61.98,Pass
Female,16,5.32,70.87,Bachelor,Yes,62.94,6,7.35,No,66.2,Pass
Female,17,1.61,74.08,Master,Yes,76.57,1,8.1,Yes,60.22,Pass
Male,16,0.93,63.77,Master,Yes,51.54,10,6.3,Yes,56.2,Pass
Male,19,4.83,77.13,Diploma,No,59.63,10,8.67,No,68.75,Pass
Male,15,5.1,99.33,High School,Yes,83.04,7,6.4,Yes,82.54,Pass
Male,18,1.39,73.15,Bachelor,Yes,75.41,10,5.26,No,68.45,Pass
Female,19,5.2,95.06,Master,Yes,57.95,1,6.97,Yes,63.5,Pass
Male,19,4.28,93.73,High School,Yes,76.54,6,7.29,No,77.39,Pass
Male,19,3.36,98.08,High School,Yes,82.09,4,6.54,No,72.53,Pass
Male,15,5.07,91.6,Diploma,Yes,72.59,9,7.67,No,78.54,Pass
Male,17,2.81,86.38,High School,Yes,53.17,5,6.1,Yes,56.49,Pass
Male,15,1.57,94.26,Bachelor,No,40.01,10,4.02,No,54.35,Pass
Male,17,2.07,63.03,Diploma,Yes,84.16,3,5.32,Yes,55.05,Pass
Male,19,3.28,78.51,Master,No,85.24,4,8.73,No,70.53,Pass
Female,19,3.42,99.57,Bachelor,Yes,78.37,4,7.82,No,67.39,Pass
Female,18,4.93,90.78,Bachelor,Yes,44.21,6,4.95,No,69.0,Pass
Female,17,4.85,98.48,Bachelor,Yes,72.19,10,4.33,Yes,84.52,Pass
Female,19,3.7,91.19,Diploma,Yes,85.16,3,5.75,No,66.07,Pass
Male,16,4.79,95.0,High School,Yes,61.43,4,8.18,Yes,66.82,Pass
Female,18,1.55,88.26,Bachelor,Yes,50.89,3,4.53,No,46.34,Pass
Female,15,0.78,90.42,High School,Yes,72.32,3,6.72,No,48.07,Pass
Male,18,5.3,80.93,High School,Yes,85.45,7,5.38,Yes,80.56,Pass
Male,16,0.92,96.97,Bachelor,Yes,42.69,10,7.63,Yes,52.17,Pass
Female,17,1.86,93.0,High School,Yes,72.83,4,4.0,No,62.87,Pass
Female,15,4.32,93.76,Diploma,Yes,75.37,8,5.39,Yes,80.47,Pass
Male,15,2.75,86.92,Diploma,Yes,73.13,4,7.4,No,61.52,Pass
Female,17,5.32,72.18,Master,No,75.75,7,6.73,Yes,77.17,Pass
Male,18,2.14,61.43,High School,Yes,74.73,2,7.89,No,51.82,Pass
Male,19,0.57,97.43,High School,Yes,47.17,6,4.79,Yes,38.7,Fail
Male,18,2.15,83.44,Master,Yes,52.92,0,6.65,Yes,39.37,Fail
Male,16,3.68,71.93,Diploma,No,74.04,4,4.98,Yes,65.86,Pass
Female,19,2.57,65.97,Master,Yes,40.97,1,7.2,Yes,38.39,Fail
Male,18,3.44,93.18,Master,Yes,74.91,7,4.66,No,68.63,Pass
Male,17,5.32,93.46,Master,Yes,76.6,5,4.74,Yes,70.47,Pass
Female,16,5.52,92.58,High School,Yes,53.15,4,5.64,Yes,65.5,Pass
Male,16,1.96,85.8,High School,Yes,72.9,2,6.01,Yes,47.85,Pass
Female,16,3.04,74.64,High School,No,69.37,0,6.49,No,50.28,Pass
Female,19,3.52,72.16,High School,Yes,54.34,9,6.9,No,65.96,Pass
Female,15,5.72,60.34,Bachelor,No,65.46,9,6.34,Yes,86.04,Pass
Male,19,5.99,93.34,Master,Yes,90.03,9,4.23,No,97.95,Pass
Female,18,1.79,63.5,Master,No,63.46,10,5.72,No,61.88,Pass
Female,15,4.5,85.23,High School,No,74.64,9,4.31,Yes,89.34,Pass
Male,18,2.58,80.16,Diploma,Yes,41.94,7,4.59,No,53.72,Pass
Female,15,0.54,81.07,Bachelor,Yes,44.28,10,4.46,Yes,44.94,Pass
Female,19,0.55,97.07,Bachelor,Yes,44.47,4,4.79,Yes,37.17,Fail
Female,16,3.03,61.26,Diploma,Yes,82.8,8,8.06,No,83.29,Pass
Female,17,3.19,90.94,High School,Yes,59.26,10,7.14,No,65.16,Pass
Female,16,0.62,62.08,Bachelor,Yes,52.52,6,6.53,Yes,40.81,Pass
Male,19,4.28,61.53,Bachelor,Yes,81.1,0,7.66,Yes,64.99,Pass
Female,15,2.12,77.19,Master,Yes,49.35,10,8.81,Yes,53.65,Pass
Female,16,3.58,62.52,Master,No,53.56,0,6.09,No,50.72,Pass
Male,19,2.16,91.57,High School,Yes,63.7,6,5.84,No,63.26,Pass
Male,18,1.42,81.18,High School,Yes,58.23,10,8.89,No,59.95,Pass
Male,17,2.74,61.16,Master,Yes,72.2,6,7.86,No,69.01,Pass
Female,16,1.78,61.62,Master,Yes,58.58,8,7.89,Yes,53.67,Pass
Male,15,3.44,84.51,Master,Yes,61.61,1,7.0,No,57.0,Pass
Female,18,1.59,92.24,Diploma,Yes,87.46,6,6.54,No,52.35,Pass
Female,19,3.3,77.51,Bachelor,Yes,88.65,1,6.75,No,65.08,Pass
Male,17,1.37,82.18,High School,Yes,85.52,9,7.26,Yes,74.03,Pass
Male,15,4.19,91.99,High School,Yes,87.57,9,5.88,No,87.21,Pass
Female,19,4.65,84.42,Diploma,No,71.34,1,7.91,Yes,60.36,Pass
Male,19,1.11,68.99,Master,Yes,75.54,4,8.55,No,43.2,Pass
Female,16,3.07,84.52,Bachelor,Yes,70.64,8,6.86,Yes,73.85,Pass
Male,16,0.89,85.13,Master,Yes,83.21,8,5.91,Yes,58.11,Pass
Male,15,3.79,89.36,High School,Yes,70.31,9,7.48,Yes,70.53,Pass
Male,19,1.95,84.83,Diploma,No,46.11,0,4.91,Yes,35.37,Fail
Female,16,3.4,98.77,Bachelor,Yes,84.53,10,8.84,No,84.05,Pass
Male,17,3.35,67.89,Bachelor,Yes,81.83,6,7.29,No,74.35,Pass
Female,17,5.58,98.04,Bachelor,Yes,85.12,9,4.34,No,99.95,Pass
Female,19,3.52,81.53,Bachelor,No,50.47,9,6.65,Yes,64.78,Pass
Female,16,3.71,86.88,Diploma,Yes,54.94,2,7.75,Yes,54.88,Pass
Female,15,2.71,63.98,High School,Yes,56.27,9,5.39,Yes,62.91,Pass
Male,15,5.72,75.22,Bachelor,Yes,67.94,9,4.25,Yes,79.11,Pass
Female,15,4.77,90.78,Bachelor,Yes,47.36,0,6.45,No,55.6,Pass
Female,17,2.07,88.28,High School,Yes,61.2,1,8.17,No,42.95,Pass
Male,16,5.14,61.61,Master,No,50.02,5,5.26,Yes,67.68,Pass
Female,16,2.88,81.86,Bachelor,Yes,54.56,9,7.59,No,57.78,Pass
Male,17,5.06,63.53,Bachelor,Yes,78.85,1,6.04,Yes,69.87,Pass
Female,15,5.03,99.83,Master,Yes,87.01,1,4.3,No,76.7,Pass
Male,15,1.54,95.89,High School,No,41.26,3,5.52,No,32.32,Fail
Female,19,4.36,60.84,High School,Yes,71.12,2,5.57,Yes,62.31,Pass
Male,18,2.1,94.35,Bachelor,Yes,41.98,7,8.52,No,58.85,Pass
Female,16,2.14,96.78,High School,Yes,44.69,7,8.91,Yes,53.73,Pass
Female,16,2.13,74.14,Master,Yes,78.78,5,5.05,No,60.27,Pass
Male,16,4.49,88.78,Diploma,Yes,80.46,3,6.15,Yes,67.38,Pass
Male,18,1.76,77.68,Master,Yes,84.77,6,8.88,Yes,65.39,Pass
Male,19,0.5,86.21,Master,Yes,66.08,8,6.04,Yes,52.18,Pass
Male,18,4.43,73.61,Diploma,No,87.29,1,5.75,No,69.19,Pass
Female,15,1.44,72.9,Master,Yes,49.18,5,4.55,No,48.31,Pass
Female,15,1.07,76.98,Bachelor,No,53.73,6,7.77,Yes,48.32,Pass
Male,16,1.81,65.82,Bachelor,Yes,47.4,0,6.24,Yes,40.57,Pass
Female,17,2.59,93.25,High School,Yes,83.86,5,7.19,No,68.23,Pass
Male,16,3.12,73.95,High School,Yes,52.58,7,6.55,Yes,56.59,Pass
Male,17,0.75,76.01,Master,Yes,48.55,6,4.87,Yes,34.11,Fail
Female,18,5.84,95.76,Bachelor,No,74.27,1,4.88,No,68.56,Pass
Female,15,4.44,79.86,Bachelor,Yes,44.24,1,8.7,Yes,49.46,Pass
Female,17,2.28,81.77,Diploma,Yes,42.47,3,8.45,Yes,45.78,Pass
Female,18,2.25,98.26,High School,Yes,45.87,4,7.05,Yes,38.47,Fail
Female,15,2.97,95.47,Bachelor,Yes,40.01,4,4.01,No,39.86,Fail
Female,17,3.94,66.78,Master,No,78.33,10,6.17,No,68.59,Pass
Female,16,1.31,78.93,Bachelor,Yes,70.92,1,6.65,Yes,44.78,Pass
Male,16,1.54,98.85,High School,No,51.54,6,6.25,Yes,43.98,Pass
Male,16,5.23,74.89,Master,Yes,52.82,7,8.63,No,71.38,Pass
Male,18,1.91,74.86,High School,Yes,84.6,1,4.2,Yes,51.32,Pass
Male,16,2.59,67.8,Bachelor,No,67.6,3,7.27,Yes,45.33,Pass
Male,19,5.29,64.57,Bachelor,Yes,78.42,10,5.57,Yes,89.82,Pass
